subj,shot,timestamp,x,y,duration,msrn,msrt
1,set_5,6.440126,1184.341440,990.640800,0.164283,0.000000,0.402167
1,set_5,6.670049,1283.980800,940.615200,0.016516,0.000000,0.402167
1,set_5,6.752218,1246.855200,1032.230250,0.065737,0.000000,0.402167
1,set_5,6.867153,1236.283200,877.659300,0.032929,0.000000,0.402167
1,set_5,6.932892,1224.171927,963.473400,0.180689,0.000000,0.402167
1,set_5,7.130114,1244.659200,964.002600,0.016201,0.000000,0.402167
1,set_5,7.245165,876.026880,951.235380,0.164106,0.000000,0.402167
1,set_5,7.425813,850.345600,935.663400,0.049221,0.000000,0.402167
1,set_5,7.491490,858.854400,970.390800,0.016527,0.000000,0.402167
1,set_5,7.524232,869.697600,985.813200,0.032982,0.000000,0.402167
1,set_5,7.704933,1067.580988,987.344894,0.279394,0.000000,0.402167
1,set_5,8.049990,1186.322133,998.969400,0.147994,0.000000,0.402167
1,set_5,8.263611,1277.602560,991.959480,0.082166,0.000000,0.402167
1,set_5,8.460815,849.086400,992.736000,0.032815,0.000000,0.402167
1,set_5,8.510016,887.771520,1026.483300,0.164320,0.000000,0.402167
1,set_5,8.756462,1052.022933,1029.158700,0.295698,0.000000,0.402167
1,set_5,9.101427,1170.720000,997.594200,0.147908,0.000000,0.402167
1,set_5,9.331441,1236.315733,1010.862000,0.148000,0.000000,0.402167
1,set_5,9.495859,1266.216960,1008.316080,0.082111,0.000000,0.402167
1,set_5,9.725623,920.729600,554.400000,0.049464,0.000000,0.402167
1,set_5,9.807963,955.605000,570.883613,0.262856,0.000000,0.402167
1,set_5,10.087191,963.293929,556.489694,0.279421,0.000000,0.402167
1,set_5,10.399299,982.181760,478.794240,0.082122,0.000000,0.402167
1,set_5,10.547333,943.646400,601.357500,0.032774,0.000000,0.402167
1,set_5,10.613010,1015.430400,558.252000,0.032693,0.000000,0.402167
1,set_5,10.744317,1195.137600,459.434700,0.032904,0.000000,0.402167
1,set_5,10.826587,1156.704000,524.643075,0.131425,0.000000,0.402167
1,set_5,11.040114,1141.276800,682.983900,0.032918,0.000000,0.402167
1,set_5,11.138648,1158.000000,575.599500,0.065736,0.000000,0.402167
1,set_5,11.237315,1195.663200,512.473500,0.065726,0.000000,0.402167
1,set_5,11.319467,1159.595520,487.742040,0.082048,0.000000,0.402167
1,set_5,11.565781,577.198400,1080.000000,0.098677,0.000000,0.402167
1,set_5,11.680832,618.057600,1080.000000,0.032860,0.000000,0.402167
1,set_5,11.762951,562.936320,1080.000000,0.082137,0.000000,0.402167
