subj,shot,timestamp,x,y,duration,prev_sacc_amplitude,aoi_span,aoi_label,aoi_order,order
1,set_4,24.839763,1138.189714,454.920171,0.345084,120.298393,0,street_signs,5,288
1,set_4,25.234064,1156.422000,571.079700,0.131414,117.581684,-1,pedestrian,4,289
1,set_4,25.628290,1137.528000,443.831400,0.032899,128.643356,1,street_signs,5,290
1,set_4,25.792691,1118.784000,639.225000,0.032824,196.290592,-3,car,2,291
1,set_4,25.858212,1118.380800,502.934400,0.016583,136.291196,3,street_signs,5,292
1,set_4,26.203229,1326.433600,580.326300,0.098580,221.980796,-1,pedestrian,4,293
1,set_4,26.416799,1026.355200,917.065800,0.016530,451.043830,-1,dash,3,294
1,set_4,26.466078,1057.211200,915.953400,0.098641,30.876045,0,dash,3,295
1,set_4,26.597644,1043.452800,968.439600,0.049186,54.259513,0,dash,3,296
1,set_4,26.663399,1047.386400,946.880212,0.262768,21.915301,0,dash,3,297
1,set_4,26.975311,1161.811200,939.305700,0.032908,114.675229,0,dash,3,298
1,set_4,27.057700,1065.084000,973.302750,0.065506,102.527804,0,dash,3,299
1,set_4,27.139625,1086.172800,944.233200,0.016596,35.913455,0,dash,3,300
1,set_4,27.205398,1173.967200,960.184800,0.065781,89.231778,0,dash,3,301
1,set_4,27.336992,1254.398400,917.265600,0.032828,91.165979,0,dash,3,302
1,set_4,27.435471,1158.134400,956.199600,0.016278,103.839367,0,dash,3,303
1,set_4,27.665351,884.735262,583.335000,0.213664,462.358193,-2,crosswalk,1,304
1,set_4,27.895565,825.056000,561.092400,0.049232,63.689462,0,crosswalk,1,305
1,set_4,28.108932,912.220800,617.938200,0.032939,104.063189,1,car,2,306
1,set_4,28.191114,899.358000,518.330475,0.131403,100.434807,-1,crosswalk,1,307
1,set_4,28.404615,922.886400,695.085300,0.032853,178.313919,1,car,2,308
1,set_4,28.486762,901.117440,590.234040,0.082126,107.087228,-1,crosswalk,1,309
1,set_4,28.667639,973.910400,386.521200,0.016459,216.327844,4,street_signs,5,310
1,set_4,29.012546,874.584000,596.762100,0.033000,232.523052,-4,crosswalk,1,311
1,set_4,29.094744,976.550400,497.685600,0.032924,142.173484,4,street_signs,5,312
1,set_4,29.258981,1047.759890,588.776524,0.476466,115.621572,-3,car,2,313
1,set_4,29.899748,1147.023360,573.050160,0.082051,100.501518,2,pedestrian,4,314
1,set_4,30.343455,1172.491200,409.781700,0.032618,165.242854,1,street_signs,5,315
1,set_4,30.392635,1179.242400,427.821075,0.131492,19.261302,0,street_signs,5,316
1,set_4,30.556916,1129.636800,391.270500,0.032806,61.617044,0,street_signs,5,317
1,set_4,30.786848,1155.657600,412.835400,0.016553,33.795369,0,street_signs,5,318
1,set_4,30.934796,1176.523200,450.921600,0.032897,43.427317,0,street_signs,5,319
1,set_4,31.181247,1149.446400,471.617486,0.115010,34.080387,0,street_signs,5,320
1,set_4,31.986244,913.728000,626.159700,0.032762,281.862484,-3,car,2,321
1,set_4,32.035464,920.771012,620.106459,0.279382,9.286859,0,car,2,322
1,set_4,32.528394,811.437600,575.365275,0.131332,118.133689,-1,crosswalk,1,323
1,set_4,32.692562,819.811200,626.194800,0.032853,51.514637,0,crosswalk,1,324
1,set_4,32.791206,777.052800,545.448600,0.016330,91.368647,0,crosswalk,1,325
1,set_4,32.840524,838.844160,591.436080,0.082081,77.026103,0,crosswalk,1,326
1,set_4,33.201977,942.736320,611.897760,0.164299,105.887966,1,car,2,327
1,set_4,33.415425,935.136000,680.046300,0.032915,68.571046,0,car,2,328
1,set_4,33.743941,919.704000,715.365000,0.032966,38.542927,0,car,2,329
1,set_4,33.859005,963.292800,461.586600,0.016401,257.494582,3,street_signs,5,330
1,set_4,34.006923,944.121600,711.644400,0.032804,250.791623,-3,car,2,331
1,set_4,34.088940,925.400000,594.386100,0.098710,118.743451,0,car,2,332
