subj,shot,timestamp,x,y,duration,prev_sacc_amplitude,aoi_span,aoi_label,aoi_order,order
1,set_4,34.253418,1042.778779,565.944726,0.311987,120.775368,0,car,2,333
1,set_4,34.614678,1029.777600,719.045100,0.032927,153.651408,0,car,2,334
1,set_4,34.680504,1053.312000,632.869200,0.032871,89.331706,0,car,2,335
1,set_4,34.779057,1015.879467,561.655800,0.147927,80.452116,0,car,2,336
1,set_4,34.959853,1029.287040,499.981680,0.082018,63.114658,3,street_signs,5,337
1,set_4,35.074695,1002.144000,446.072400,0.016477,60.356898,0,street_signs,5,338
1,set_4,35.156877,1009.910400,610.599600,0.032916,164.710402,-3,car,2,339
1,set_4,35.337573,1172.555200,505.314900,0.098600,193.747772,3,street_signs,5,340
1,set_4,35.501846,1126.704000,645.679800,0.049451,147.663935,-3,car,2,341
1,set_4,35.567691,1100.520000,581.607900,0.098434,69.215679,0,car,2,342
1,set_4,35.715380,1120.948800,688.149000,0.032953,108.481989,0,car,2,343
1,set_4,35.781194,1158.861600,617.787000,0.065752,79.926162,2,pedestrian,4,344
1,set_4,36.142600,1205.290971,603.803314,0.115032,48.489483,0,pedestrian,4,345
1,set_4,37.226979,645.244800,537.899400,0.016376,563.910489,-3,crosswalk,1,346
1,set_4,37.259627,646.459200,538.524900,0.098717,1.366023,0,crosswalk,1,347
1,set_4,37.785485,762.045257,533.472171,0.230059,115.696442,0,crosswalk,1,348
1,set_4,38.048304,774.345600,596.127600,0.032973,63.851399,0,crosswalk,1,349
1,set_4,38.212702,846.475200,611.204400,0.032741,73.688460,0,crosswalk,1,350
1,set_4,38.278295,803.360753,533.238247,0.279358,89.093078,0,crosswalk,1,351
1,set_4,38.656298,842.246400,554.318100,0.032750,44.231818,0,crosswalk,1,352
1,set_4,38.935499,1019.529600,456.586200,0.016484,202.437292,4,street_signs,5,353
1,set_4,39.083385,1016.241600,447.543900,0.032772,9.621545,0,street_signs,5,354
1,set_4,39.181798,1022.714400,572.055750,0.065777,124.679982,-3,car,2,355
1,set_4,39.411980,998.863543,479.884886,0.345002,95.206783,3,street_signs,5,356
1,set_4,39.970531,955.472492,588.247338,0.213578,116.727051,-3,car,2,357
1,set_4,40.216858,931.131284,630.002937,0.312249,48.332436,0,car,2,358
1,set_4,40.709730,904.395200,591.837300,0.098530,46.598648,-1,crosswalk,1,359
1,set_4,40.939786,886.761600,540.280800,0.016465,54.488683,0,crosswalk,1,360
1,set_4,41.054702,1121.961600,596.532600,0.016487,241.833217,1,car,2,361
1,set_4,41.087631,1106.995200,619.174800,0.016431,27.141524,0,car,2,362
1,set_4,41.120502,1108.132800,693.092700,0.032777,73.926653,0,car,2,363
1,set_4,41.202595,1111.017600,619.393800,0.147909,73.755338,0,car,2,364
1,set_4,41.547567,1102.627200,601.803000,0.016564,19.489358,0,car,2,365
1,set_4,41.646276,1214.667055,588.381545,0.180730,112.840881,2,pedestrian,4,366
1,set_4,41.843362,1194.355200,609.832800,0.016396,29.541966,0,pedestrian,4,367
1,set_4,41.876199,1226.655360,599.382720,0.082167,33.948557,0,pedestrian,4,368
1,set_4,42.007559,1232.112000,562.627800,0.098651,37.157759,0,pedestrian,4,369
1,set_4,42.237586,665.180160,558.790920,0.082192,566.944823,-3,crosswalk,1,370
1,set_4,42.484055,624.264000,600.056100,0.032776,58.111507,0,crosswalk,1,371
1,set_4,42.566096,693.413120,614.274840,0.246547,70.595845,0,crosswalk,1,372
1,set_4,42.845478,654.554880,604.153080,0.082111,40.154861,0,crosswalk,1,373
1,set_4,43.075371,666.598691,598.170764,0.180768,13.447732,0,crosswalk,1,374
1,set_4,43.272672,712.041600,565.461000,0.016343,55.990951,0,crosswalk,1,375
1,set_4,43.403969,1062.387840,602.668080,0.082189,352.316413,1,car,2,376
1,set_4,43.535401,1031.292800,658.780200,0.049428,64.151941,0,car,2,377
1,set_4,43.634035,1075.331200,573.233400,0.049285,96.216608,0,car,2,378
1,set_4,43.716299,1027.382400,659.955600,0.032666,99.095042,0,car,2,379
1,set_4,43.798298,1070.630400,603.516600,0.049329,71.103799,0,car,2,380
1,set_4,43.962655,988.026880,639.510840,0.246456,90.105088,0,car,2,381
1,set_4,44.241937,1013.657600,631.477200,0.147792,26.860253,0,car,2,382
1,set_4,44.521254,999.011200,684.952200,0.049318,55.444501,0,car,2,383
1,set_4,44.619759,1006.039200,607.120650,0.065746,78.148211,0,car,2,384
1,set_4,44.701885,992.956800,654.253200,0.016503,48.914481,0,car,2,385
1,set_5,0.049297,894.576000,615.232800,0.016489,0.000000,0,highway_right,4,386
1,set_5,0.082209,892.929600,607.240800,0.032822,0.000000,0,highway_right,4,387
1,set_5,0.131479,900.302400,582.325200,0.032820,25.983558,0,highway_right,4,388
1,set_5,0.213564,911.606400,640.128600,0.049291,58.898332,0,highway_right,4,389
1,set_5,0.640715,929.356800,904.775400,0.016423,265.241410,-3,dash,1,390
1,set_5,0.673537,887.619200,923.862600,0.049420,45.894972,0,dash,1,391
1,set_5,0.772154,933.894400,993.618000,0.049327,83.709079,0,dash,1,392
1,set_5,0.903704,845.462400,889.887600,0.016425,136.309261,0,dash,1,393
1,set_5,1.035129,964.771200,874.997100,0.032819,120.234424,0,dash,1,394
1,set_5,1.232231,1069.920000,941.565600,0.049169,124.449328,0,dash,1,395
1,set_5,1.379937,906.729600,606.204000,0.016483,372.959126,3,highway_right,4,396
1,set_5,1.429166,888.084000,634.630950,0.065816,33.996322,0,highway_right,4,397
1,set_5,1.511452,901.528320,591.079680,0.082251,45.579193,0,highway_right,4,398
1,set_5,1.609937,891.981600,576.931800,0.591640,17.067582,0,highway_right,4,399
1,set_5,2.234379,929.846400,587.096100,0.164289,39.205307,0,highway_right,4,400
1,set_5,2.415129,918.700800,540.378000,0.016433,48.029213,0,highway_right,4,401
1,set_5,2.562799,1110.576000,926.764200,0.016471,431.405132,-3,dash,1,402
1,set_5,2.595673,1089.033600,918.048600,0.065878,23.238689,0,dash,1,403
1,set_5,2.727385,1174.819200,902.592450,0.131313,87.166861,0,dash,1,404
1,set_5,2.940759,1307.289600,918.021600,0.082267,133.365908,0,dash,1,405
1,set_5,3.039334,1324.233600,916.428600,0.016364,17.018719,0,dash,1,406
1,set_5,3.154331,898.112640,958.295880,0.164342,428.172794,0,dash,1,407
1,set_5,3.400800,803.123200,962.278200,0.049239,95.072880,0,dash,1,408
1,set_5,3.466554,831.600000,904.948200,0.032828,64.012944,0,dash,1,409
1,set_5,3.565124,956.741600,952.381800,0.196973,133.829617,0,dash,1,410
1,set_5,3.893658,1053.292800,973.584900,0.032737,98.851938,0,dash,1,411
1,set_5,3.992219,1132.900800,894.335400,0.098568,112.329502,0,dash,1,412
1,set_5,4.238565,877.060800,482.376600,0.032877,484.937273,3,highway_right,4,413
1,set_5,4.369985,824.576188,480.503118,0.279375,52.518039,-1,highway_left,3,414
1,set_5,4.682157,842.734400,478.648800,0.098666,18.252648,0,highway_left,3,415
1,set_5,5.010873,928.880000,578.160000,0.049230,131.618932,1,highway_right,4,416
1,set_5,5.092932,875.539200,534.664800,0.016437,68.826400,0,highway_right,4,417
1,set_5,5.125825,896.852400,574.217100,0.131404,44.929244,0,highway_right,4,418
1,set_5,5.273631,894.844800,535.960800,0.049217,38.308941,0,highway_right,4,419
1,set_5,5.339295,940.152000,587.343375,0.394316,68.504827,0,highway_right,4,420
1,set_5,5.865000,1107.398400,1011.183750,0.065675,455.644622,-3,dash,1,421
1,set_5,5.980005,1089.475200,943.920000,0.032974,69.610726,0,dash,1,422
1,set_5,6.045720,1162.584000,983.958975,0.131384,83.354761,0,dash,1,423
1,set_5,6.193567,1163.726400,993.494700,0.033033,9.603912,0,dash,1,424
1,set_5,6.292237,1207.238400,975.196800,0.016394,47.202831,0,dash,1,425
1,set_5,6.374460,1160.985600,1048.285800,0.032816,86.494644,0,dash,1,426
1,set_5,6.440126,1184.341440,990.640800,0.164283,62.196795,0,dash,1,427
1,set_5,6.670049,1283.980800,940.615200,0.016516,111.492433,0,dash,1,428
1,set_5,6.752218,1246.855200,1032.230250,0.065737,98.851543,0,dash,1,429
1,set_5,6.867153,1236.283200,877.659300,0.032929,154.932068,0,dash,1,430
1,set_5,6.932892,1224.171927,963.473400,0.180689,86.664541,0,dash,1,431
1,set_5,7.130114,1244.659200,964.002600,0.016201,20.494106,0,dash,1,432
1,set_5,7.245165,876.026880,951.235380,0.164106,368.853344,0,dash,1,433
1,set_5,7.425813,850.345600,935.663400,0.049221,30.033560,0,dash,1,434
1,set_5,7.491490,858.854400,970.390800,0.016527,35.754608,0,dash,1,435
1,set_5,7.524232,869.697600,985.813200,0.032982,18.852729,0,dash,1,436
1,set_5,7.704933,1067.580988,987.344894,0.279394,197.889316,0,dash,1,437
1,set_5,8.049990,1186.322133,998.969400,0.147994,119.308795,0,dash,1,438
1,set_5,8.263611,1277.602560,991.959480,0.082166,91.549196,0,dash,1,439
1,set_5,8.460815,849.086400,992.736000,0.032815,428.516864,0,dash,1,440
1,set_5,8.510016,887.771520,1026.483300,0.164320,51.336330,0,dash,1,441
1,set_5,8.756462,1052.022933,1029.158700,0.295698,164.273201,0,dash,1,442
1,set_5,9.101427,1170.720000,997.594200,0.147908,122.822275,0,dash,1,443
1,set_5,9.331441,1236.315733,1010.862000,0.148000,66.924097,0,dash,1,444
1,set_5,9.495859,1266.216960,1008.316080,0.082111,30.009416,0,dash,1,445
1,set_5,9.725623,920.729600,554.400000,0.049464,570.439588,3,highway_right,4,446
1,set_5,9.807963,955.605000,570.883613,0.262856,38.574642,0,highway_right,4,447
1,set_5,10.087191,963.293929,556.489694,0.279421,16.318839,0,highway_right,4,448
1,set_5,10.399299,982.181760,478.794240,0.082122,79.958325,0,highway_right,4,449
1,set_5,10.547333,943.646400,601.357500,0.032774,128.478507,0,highway_right,4,450
1,set_5,10.613010,1015.430400,558.252000,0.032693,83.731874,0,highway_right,4,451
1,set_5,10.744317,1195.137600,459.434700,0.032904,205.084218,-2,speed_limit,2,452
1,set_5,10.826587,1156.704000,524.643075,0.131425,75.691966,0,speed_limit,2,453
1,set_5,11.138648,1158.000000,575.599500,0.065736,50.972903,0,speed_limit,2,454
1,set_5,11.237315,1195.663200,512.473500,0.065726,73.507881,0,speed_limit,2,455
1,set_5,11.319467,1159.595520,487.742040,0.082048,43.732398,0,speed_limit,2,456
